bloom_doy,country,location,year,alt,t2m_feb,t2m_max_feb,t2m_min_feb,t2m_range_feb,prcp_feb,rh2m_feb,aprcp_feb,gdd_feb,agdd_feb,t2m_jan,t2m_max_jan,t2m_min_jan,t2m_range_jan,prcp_jan,rh2m_jan,aprcp_jan,gdd_jan,agdd_jan,t2m_mar,t2m_max_mar,t2m_min_mar,t2m_range_mar,prcp_mar,rh2m_mar,aprcp_mar,gdd_mar,agdd_mar,year2,year3
122,switzerland,laufenburg,2001,330,1.36,5.866785714285714,-1.8582142857142856,2.0042857142857144,2.012142857142857,84.59642857142858,126.00142857142858,0.6073214285714286,12.666785714285714,-0.6387096774193548,2.853548387096774,-3.456774193548387,-0.3016129032258064,3.076451612903226,87.89064516129032,64.4058064516129,0,0,3.6425,7.8566666666666665,0.31416666666666665,4.085416666666666,9.580833333333333,89.68166666666667,214.055,1.6466666666666667,21.69333333333333,4004001,8012006001
77,switzerland,liestal,2002,350,3.41,7.07,0.36321428571428577,3.7166071428571428,3.142857142857143,87.47214285714286,60.70642857142857,0.9794642857142857,31.360714285714284,-1.1493548387096775,3.615806451612903,-4.25516129032258,-0.3196774193548386,0.8541935483870967,89.07483870967742,6.824516129032258,0.4606451612903226,1.690967741935484,4.2716666666666665,9.930833333333334,-0.3408333333333333,4.795,1.5366666666666666,80.45666666666666,131.75833333333333,1.4429166666666666,45.5125,4008004,8024024008
84,japan,fukuoka,2002,2.5,5.322857142857143,10.287857142857144,0.8775000000000001,5.582678571428572,1.725,77.35535714285714,102.26714285714286,1.8378571428571429,77.14214285714286,4.879677419354839,8.737096774193548,1.3896774193548387,5.063387096774194,3.0303225806451612,81.76774193548387,34.73032258064516,1.9091935483870968,34.73870967741936,7.569166666666667,13.315833333333334,2.75,8.032916666666667,4.4075,77.78666666666666,177.35,4.060833333333333,137.575,4008004,8024024008
90,switzerland,meteoschweiz,2002,555,3.3660714285714284,7.060714285714286,0.30607142857142855,3.683392857142857,4.380357142857143,86.66321428571429,75.45678571428572,0.99875,32.871964285714284,-0.8887096774193548,3.381290322580645,-3.8680645161290323,-0.2433870967741936,0.896774193548387,81.80967741935484,6.322258064516129,0.4987096774193548,1.8951612903225805,4.680833333333333,9.859166666666667,0.48166666666666663,5.170416666666666,1.6575,80.26333333333334,168.6025,1.6433333333333333,49.067499999999995,4008004,8024024008
91,japan,kyoto,2002,44,3.6085714285714285,7.605,0.2571428571428572,3.9310714285714283,2.31,84.20428571428572,176.76,0.9944642857142857,38.29142857142857,3.1061290322580644,6.771612903225806,-0.23064516129032256,3.270483870967742,4.7212903225806455,87.14774193548386,66.75193548387097,0.9561290322580646,15.626129032258065,5.9175,11.446666666666667,1.1583333333333334,6.3025,4.029166666666667,80.45166666666667,239.275,2.5516666666666667,73.02291666666667,4008004,8024024008
91,switzerland,witikon,2002,620,3.3660714285714284,7.060714285714286,0.30607142857142855,3.683392857142857,4.380357142857143,86.66321428571429,75.45678571428572,0.99875,32.871964285714284,-0.8887096774193548,3.381290322580645,-3.8680645161290323,-0.2433870967741936,0.896774193548387,81.80967741935484,6.322258064516129,0.4987096774193548,1.8951612903225805,4.680833333333333,9.859166666666667,0.48166666666666663,5.170416666666666,1.6575,80.26333333333334,168.6025,1.6433333333333333,49.067499999999995,4008004,8024024008
92,unitedstates,washingtondc,2002,0,3.7492857142857146,9.848571428571429,-1.4692857142857143,4.189642857142857,0.4489285714285714,67.66142857142857,58.33821428571429,1.6248214285714286,65.68285714285715,2.6293548387096775,7.800645161290323,-1.4261290322580644,3.187258064516129,1.6093548387096774,79.64838709677419,28.737419354838707,1.430806451612903,6.776129032258065,5.45,12.514166666666666,-1.0675000000000001,5.723333333333334,2.5908333333333333,67.03583333333333,85.49666666666667,2.9037500000000005,104.37125,4008004,8024024008
105,switzerland,laufenburg,2002,330,3.4810714285714286,7.270714285714286,0.3628571428571428,3.8167857142857144,3.7742857142857145,86.52535714285715,66.79142857142857,1.0201785714285716,33.301607142857144,-1.1116129032258064,3.463548387096774,-4.12741935483871,-0.3319354838709678,0.8258064516129032,86.25322580645161,5.9074193548387095,0.5114516129032258,1.9991935483870966,4.5,10.061666666666667,-0.020000000000000007,5.020833333333333,1.7116666666666667,80.62,150.3075,1.5204166666666667,48.80125,4008004,8024024008
87,japan,fukuoka,2003,2.5,5.7821428571428575,10.859642857142857,1.4953571428571428,6.1775,2.9425,81.71464285714286,107.16678571428571,2.4425,47.0025,2.859032258064516,6.760967741935484,-0.5680645161290323,3.0964516129032256,2.1887096774193546,81.9916129032258,27.989677419354837,0.6237096774193548,8.15048387096774,5.5025,10.173333333333334,1.4158333333333333,5.794583333333334,6.6850000000000005,82.58583333333334,211.14416666666668,2.2325,108.72791666666666,4012009,8036054027
90,switzerland,binningen,2003,315,-4.148214285714285,1.0989285714285715,-8.370357142857143,-3.6357142857142857,1.042857142857143,88.3875,102.94107142857143,0.08214285714285714,8.643571428571427,-1.5538709677419353,1.3538709677419354,-4.141612903225806,-1.3938709677419354,2.475806451612903,91.8616129032258,41.82096774193548,0.2743548387096774,8.222741935483871,5.0525,10.336666666666666,0.4383333333333333,5.3875,1.465,80.03666666666666,118.37333333333333,1.7566666666666666,19.370416666666667,4012009,8036054027
92,switzerland,liestal,2003,350,-4.148214285714285,1.0989285714285715,-8.370357142857143,-3.6357142857142857,1.042857142857143,88.3875,102.94107142857143,0.08214285714285714,8.643571428571427,-1.5538709677419353,1.3538709677419354,-4.141612903225806,-1.3938709677419354,2.475806451612903,91.8616129032258,41.82096774193548,0.2743548387096774,8.222741935483871,5.0525,10.336666666666666,0.4383333333333333,5.3875,1.465,80.03666666666666,118.37333333333333,1.7566666666666666,19.370416666666667,4012009,8036054027
92,unitedstates,washingtondc,2003,0,-1.3817857142857142,2.1764285714285716,-4.7560714285714285,-1.2898214285714287,6.22,85.73535714285714,136.31535714285715,0.003928571428571408,5.713214285714286,-2.5987096774193548,1.1425806451612903,-6.050967741935484,-2.4541935483870967,2.0238709677419355,81.66193548387096,54.22096774193548,0.1811290322580645,5.022741935483872,1.4508333333333334,6.803333333333333,-3.0941666666666667,1.8545833333333333,2.0608333333333335,85.75833333333334,254.87833333333333,0.5354166666666665,9.416666666666666,4012009,8036054027
98,japan,kyoto,2003,44,3.1775,7.488571428571428,-0.32571428571428573,3.5814285714285714,2.7810714285714284,83.37035714285715,167.655,0.6639285714285713,22.61732142857143,1.8229032258064517,5.496774193548387,-1.0232258064516129,2.236774193548387,4.13516129032258,85.0358064516129,56.74258064516129,0.3695161290322581,4.00241935483871,3.205833333333333,7.135833333333333,0.0016666666666666774,3.56875,7.0375,82.77583333333334,268.7841666666667,1.2312500000000002,42.13291666666667,4012009,8036054027
103,switzerland,albisgütli,2003,530,-4.862142857142857,0.3557142857142858,-9.208928571428572,-4.426607142857143,1.5207142857142857,87.50607142857143,139.9675,0.0705357142857143,9.695535714285715,-1.7919354838709678,1.1861290322580647,-4.413870967741936,-1.6138709677419354,3.2816129032258066,91.10774193548387,53.15451612903226,0.31048387096774194,9.310967741935483,5.3475,10.454166666666667,1.22,5.837083333333333,2.0033333333333334,76.13083333333333,159.47583333333333,2.1775,22.967083333333335,4012009,8036054027
104,switzerland,meteoschweiz,2003,555,-4.862142857142857,0.3557142857142858,-9.208928571428572,-4.426607142857143,1.5207142857142857,87.50607142857143,139.9675,0.0705357142857143,9.695535714285715,-1.7919354838709678,1.1861290322580647,-4.413870967741936,-1.6138709677419354,3.2816129032258066,91.10774193548387,53.15451612903226,0.31048387096774194,9.310967741935483,5.3475,10.454166666666667,1.22,5.837083333333333,2.0033333333333334,76.13083333333333,159.47583333333333,2.1775,22.967083333333335,4012009,8036054027
106,switzerland,laufenburg,2003,330,-4.665,0.8175,-9.054642857142857,-4.118571428571428,1.309642857142857,88.44428571428571,121.72964285714286,0.07142857142857142,9.311428571428571,-1.6416129032258064,1.3138709677419356,-4.1896774193548385,-1.4379032258064517,2.8635483870967744,91.54677419354839,47.63903225806452,0.2980645161290323,8.93016129032258,5.2908333333333335,10.496666666666666,0.9025,5.699583333333333,1.78,77.38333333333333,139.64416666666668,2.0149999999999997,21.468333333333334,4012009,8036054027
106,switzerland,witikon,2003,620,-4.862142857142857,0.3557142857142858,-9.208928571428572,-4.426607142857143,1.5207142857142857,87.50607142857143,139.9675,0.0705357142857143,9.695535714285715,-1.7919354838709678,1.1861290322580647,-4.413870967741936,-1.6138709677419354,3.2816129032258066,91.10774193548387,53.15451612903226,0.31048387096774194,9.310967741935483,5.3475,10.454166666666667,1.22,5.837083333333333,2.0033333333333334,76.13083333333333,159.47583333333333,2.1775,22.967083333333335,4012009,8036054027
90,japan,fukuoka,2004,2.5,5.732413793103448,10.899655172413793,1.2882758620689656,6.093965517241379,3.052758620689655,74.85034482758621,55.69275862068965,2.6374137931034483,47.939827586206896,2.9341935483870967,7.196774193548387,-0.3467741935483871,3.425,1.308709677419355,79.59806451612903,20.162903225806453,0.7083870967741935,15.312258064516127,5.113636363636363,9.822727272727272,0.32000000000000006,5.071363636363636,1.9,74.37,142.69636363636363,2.0313636363636367,105.40727272727273,4016016,8048096064
91,unitedstates,washingtondc,2004,0,0.20931034482758623,5.00448275862069,-3.9355172413793102,0.5344827586206896,1.9389655172413791,82.23103448275862,92.43172413793103,0.20155172413793102,23.203793103448277,-2.8383870967741935,1.0706451612903225,-6.771935483870968,-2.8506451612903225,1.4645161290322581,82.3525806451613,22.162903225806453,0.7166129032258064,20.353548387096772,7.7327272727272724,13.195454545454545,2.210909090909091,7.703181818181818,2.579090909090909,83.95636363636363,118.03363636363636,4.081363636363636,60.04954545454546,4016016,8048096064
92,japan,kyoto,2004,44,4.0424137931034485,8.929310344827586,0.14241379310344826,4.535862068965518,2.758620689655172,81.52275862068966,84.31241379310345,1.5656896551724138,21.147413793103446,1.7748387096774194,5.446451612903226,-1.0558064516129033,2.1953225806451613,1.755483870967742,84.94645161290323,25.008064516129032,0.16951612903225807,4.868064516129032,3.639090909090909,7.980909090909091,-0.8372727272727273,3.571818181818182,2.0618181818181816,80.97,147.31636363636363,1.0731818181818182,52.474090909090904,4016016,8048096064
92,switzerland,liestal,2004,350,0.5082758620689655,4.9655172413793105,-2.7113793103448276,1.1270689655172415,1.1020689655172413,82.97413793103448,161.23689655172413,0.3306896551724138,14.460862068965517,-1.1316129032258064,2.036451612903226,-4.368709677419355,-1.1661290322580646,4.67516129032258,91.42999999999999,78.75935483870968,0.20290322580645162,3.970322580645161,-0.6190909090909091,3.4118181818181816,-4.202727272727273,-0.39545454545454545,1.18,81.77454545454546,182.9090909090909,0,15.879999999999999,4016016,8048096064
96,switzerland,binningen,2004,315,0.5082758620689655,4.9655172413793105,-2.7113793103448276,1.1270689655172415,1.1020689655172413,82.97413793103448,161.23689655172413,0.3306896551724138,14.460862068965517,-1.1316129032258064,2.036451612903226,-4.368709677419355,-1.1661290322580646,4.67516129032258,91.42999999999999,78.75935483870968,0.20290322580645162,3.970322580645161,-0.6190909090909091,3.4118181818181816,-4.202727272727273,-0.39545454545454545,1.18,81.77454545454546,182.9090909090909,0,15.879999999999999,4016016,8048096064
105,switzerland,albisgütli,2004,530,0.45999999999999996,4.263103448275862,-2.6286206896551723,0.8172413793103448,1.6258620689655172,80.99172413793103,209.54689655172413,0.28051724137931033,11.06603448275862,-1.5341935483870968,1.4248387096774193,-4.71741935483871,-1.6462903225806451,5.908709677419355,89.65967741935484,101.89225806451613,0.15112903225806454,2.9293548387096777,-0.8372727272727273,2.9972727272727275,-4.1027272727272726,-0.5527272727272727,1.410909090909091,82.72272727272727,236.7490909090909,0,12.82,4016016,8048096064
106,switzerland,meteoschweiz,2004,555,0.45999999999999996,4.263103448275862,-2.6286206896551723,0.8172413793103448,1.6258620689655172,80.99172413793103,209.54689655172413,0.28051724137931033,11.06603448275862,-1.5341935483870968,1.4248387096774193,-4.71741935483871,-1.6462903225806451,5.908709677419355,89.65967741935484,101.89225806451613,0.15112903225806454,2.9293548387096777,-0.8372727272727273,2.9972727272727275,-4.1027272727272726,-0.5527272727272727,1.410909090909091,82.72272727272727,236.7490909090909,0,12.82,4016016,8048096064
108,switzerland,witikon,2004,620,0.45999999999999996,4.263103448275862,-2.6286206896551723,0.8172413793103448,1.6258620689655172,80.99172413793103,209.54689655172413,0.28051724137931033,11.06603448275862,-1.5341935483870968,1.4248387096774193,-4.71741935483871,-1.6462903225806451,5.908709677419355,89.65967741935484,101.89225806451613,0.15112903225806454,2.9293548387096777,-0.8372727272727273,2.9972727272727275,-4.1027272727272726,-0.5527272727272727,1.410909090909091,82.72272727272727,236.7490909090909,0,12.82,4016016,8048096064
110,switzerland,laufenburg,2004,330,0.5486206896551723,4.941379310344828,-2.6641379310344826,1.1386206896551725,1.3393103448275863,81.70862068965518,185.72344827586207,0.36482758620689654,13.914655172413793,-1.3067741935483872,1.8680645161290323,-4.4961290322580645,-1.314032258064516,5.314193548387097,90.27548387096775,90.51677419354839,0.18677419354838712,3.6319354838709685,-0.6363636363636364,3.497272727272727,-4.1863636363636365,-0.34454545454545454,1.3490909090909091,81.72545454545455,209.97,0,16.37,4016016,8048096064
94,switzerland,binningen,2005,315,-2.81,1.0125,-6.081785714285714,-2.534642857142857,2.112857142857143,89.67392857142858,91.47857142857143,0.06410714285714285,2.499821428571428,-1.0116129032258065,2.63258064516129,-3.8725806451612903,-0.62,1.8851612903225807,89.04387096774194,28.286451612903225,0.04548387096774191,0.9937096774193543,-3.7583333333333333,0.9175,-8.219166666666666,-3.6508333333333334,1.1025,88.97416666666666,122.56166666666667,0,3.204999999999999,4020025,8060150125
95,switzerland,liestal,2005,350,-2.81,1.0125,-6.081785714285714,-2.534642857142857,2.112857142857143,89.67392857142858,91.47857142857143,0.06410714285714285,2.499821428571428,-1.0116129032258065,2.63258064516129,-3.8725806451612903,-0.62,1.8851612903225807,89.04387096774194,28.286451612903225,0.04548387096774191,0.9937096774193543,-3.7583333333333333,0.9175,-8.219166666666666,-3.6508333333333334,1.1025,88.97416666666666,122.56166666666667,0,3.204999999999999,4020025,8060150125
96,japan,fukuoka,2005,2.5,3.6589285714285715,7.595714285714286,0.07035714285714285,3.8330357142857143,3.7675,81.09035714285714,104.82535714285714,1.2594642857142857,36.26857142857143,3.17,6.8667741935483875,0.08612903225806452,3.476451612903226,1.7941935483870968,81.20838709677419,26.030967741935484,0.5788709677419355,6.175483870967741,5.630833333333333,10.469166666666666,1.6075,6.038333333333333,1.5375,80.73666666666666,172.03666666666666,2.700833333333333,64.10708333333334,4020025,8060150125
99,japan,kyoto,2005,44,2.226785714285714,5.836428571428572,-0.8960714285714285,2.4701785714285713,3.7775,85.56607142857143,137.82642857142858,0.50875,10.057321428571429,2.037741935483871,5.4148387096774195,-0.7445161290322581,2.3351612903225805,2.6041935483870966,85.93225806451613,46.93,0.10193548387096775,0.7769354838709678,4.648333333333333,8.7725,0.9683333333333333,4.870416666666666,2.675,84.97916666666667,204.55833333333334,1.7775,23.03875,4020025,8060150125
99,unitedstates,washingtondc,2005,0,1.6400000000000001,6.999642857142857,-2.4757142857142855,2.261964285714286,1.7182142857142857,80.8875,105.90535714285714,0.8182142857142857,62.43571428571428,0.42774193548387096,4.808709677419355,-3.343225806451613,0.7327419354838711,2.9083870967741934,84.32129032258065,48.18774193548387,1.5761290322580646,39.19241935483871,0.745,5.704166666666667,-3.5175,1.0933333333333333,1.2783333333333333,74.49666666666667,144.51,0.3825,74.065,4020025,8060150125
100,switzerland,meteoschweiz,2005,555,-3.3267857142857142,0.49857142857142855,-6.864285714285714,-3.182857142857143,2.794642857142857,89.47964285714286,123.72142857142858,0.047857142857142855,2.5335714285714284,-1.114516129032258,2.0196774193548386,-3.6516129032258067,-0.8159677419354839,2.5429032258064517,84.07967741935484,38.803225806451614,0.055483870967741926,1.2612903225806449,-4.1691666666666665,0.3233333333333333,-8.76,-4.218333333333334,1.4683333333333333,87.07166666666667,163.47,0,3.0599999999999996,4020025,8060150125
104,switzerland,witikon,2005,620,-3.3267857142857142,0.49857142857142855,-6.864285714285714,-3.182857142857143,2.794642857142857,89.47964285714286,123.72142857142858,0.047857142857142855,2.5335714285714284,-1.114516129032258,2.0196774193548386,-3.6516129032258067,-0.8159677419354839,2.5429032258064517,84.07967741935484,38.803225806451614,0.055483870967741926,1.2612903225806449,-4.1691666666666665,0.3233333333333333,-8.76,-4.218333333333334,1.4683333333333333,87.07166666666667,163.47,0,3.0599999999999996,4020025,8060150125
112,switzerland,laufenburg,2005,330,-3.0442857142857145,0.9385714285714285,-6.5582142857142856,-2.809821428571429,2.3953571428571427,88.99964285714286,105.49607142857143,0.06482142857142856,2.866964285714286,-1.1341935483870969,2.484193548387097,-3.898064516129032,-0.7069354838709677,2.19258064516129,86.34290322580645,32.82387096774193,0.05693548387096776,1.3132258064516134,-3.8783333333333334,0.8791666666666667,-8.350833333333334,-3.7358333333333333,1.27,87.62666666666667,140.63333333333333,0,3.58,4020025,8060150125
89,unitedstates,washingtondc,2006,0,1.4271428571428573,6.091785714285715,-2.54,1.7758928571428572,1.5439285714285713,77.31107142857142,109.56285714285714,0.8008928571428572,58.19714285714286,3.7283870967741937,8.955483870967742,-0.7832258064516129,4.086129032258064,2.491290322580645,84.51741935483871,41.53032258064516,1.3617741935483871,18.488225806451613,5.835833333333333,11.971666666666666,0.8308333333333334,6.40125,0.22,75.40333333333334,122.21333333333334,3.1145833333333335,73.07083333333333,4024036,8072216216
93,japan,fukuoka,2006,2.5,5.082857142857143,9.685,1.1135714285714287,5.399285714285714,3.995357142857143,79.24285714285715,104.3975,2.2935714285714286,65.9075,4.014838709677419,8.636129032258065,0.5003225806451613,4.568225806451613,1.7506451612903227,81.41709677419355,29.18258064516129,1.3320967741935483,14.91258064516129,7.178333333333334,12.3825,2.5366666666666666,7.459583333333334,4.495,78.85333333333334,202.95333333333335,3.742916666666667,123.14333333333333,4024036,8072216216
98,japan,kyoto,2006,44,3.3889285714285715,7.7214285714285715,-0.41500000000000004,3.6532142857142857,4.633928571428571,84.87714285714286,143.23071428571427,1.1876785714285714,21.486964285714286,1.7738709677419355,5.324516129032258,-1.015483870967742,2.154516129032258,2.5787096774193548,85.33580645161291,45.69161290322581,0.29838709677419356,4.0351612903225815,5.838333333333333,10.8675,1.3266666666666667,6.097083333333334,4.618333333333333,82.77166666666666,250.4025,2.575416666666667,54.307916666666664,4024036,8072216216
110,switzerland,binningen,2006,315,-0.9921428571428571,3.080357142857143,-4.035,-0.47732142857142856,2.0632142857142854,89.48535714285714,56.31928571428571,0.05535714285714288,0.7089285714285717,-3.1770967741935485,1.5009677419354839,-6.4238709677419354,-2.461451612903226,0.9780645161290322,90.61967741935484,16.328709677419354,0,0,-1.6908333333333334,1.6191666666666666,-5.608333333333333,-1.9945833333333334,8.369166666666667,89.73583333333333,149.17249999999999,0.06291666666666666,1.8016666666666674,4024036,8072216216
